BHK,Size,Area Type,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,Rent
1,500,1,3,1,1,1,0,12000
2,1200,2,3,1,1,2,0,9000
1,500,1,3,1,1,2,0,6000
3,1600,1,3,0,1,3,0,32000
2,1100,1,3,0,1,2,0,36000
2,1220,1,3,1,1,2,0,17000
3,1500,1,3,0,1,3,0,20000
1,500,1,3,2,1,1,0,9000
2,850,1,3,2,1,2,0,9500
2,1000,1,3,2,1,2,0,7000
3,100,2,3,2,1,3,0,17000
2,1140,1,3,0,1,2,0,19500
2,1100,1,3,0,1,2,0,25000
3,1400,1,3,1,1,2,0,14000
2,1350,1,3,1,1,2,0,16000
2,180,2,3,2,1,2,0,15000
2,1250,1,3,2,1,2,0,13000
2,1300,1,3,2,1,2,0,12000
2,840,1,3,2,1,2,0,12000
2,1200,1,3,1,1,2,0,7500
2,700,1,3,0,1,2,0,13000
4,2700,1,3,0,1,4,0,52000
2,1100,2,3,0,2,2,1,22000
2,1000,2,3,1,0,2,0,18000
2,1000,1,3,1,1,3,0,7000
3,1600,1,3,1,2,3,0,16500
3,1550,2,3,2,0,3,0,13000
1,600,1,3,1,1,1,0,6000
1,500,1,3,1,1,1,0,6000
2,1100,2,3,1,1,2,1,21000
3,1000,2,3,0,2,2,0,10000
2,1000,1,3,1,1,2,0,12000
3,1800,2,3,2,1,3,0,30000
2,1300,2,3,1,1,2,1,15000
2,1100,1,3,2,1,2,0,10000
2,950,1,3,2,1,2,0,9000
2,1000,2,3,1,0,2,0,10000
2,1200,1,3,2,1,2,0,8000
6,2800,1,3,0,1,7,0,60000
2,550,1,3,2,1,2,0,8000
2,1000,2,3,1,1,2,0,8500
2,800,1,3,1,1,2,0,7500
2,600,1,3,2,1,1,0,5000
3,1800,2,3,2,2,3,0,30000
1,500,1,3,1,1,1,0,7500
2,1000,1,3,2,1,2,0,12000
2,1100,1,3,1,1,2,0,15500
3,1450,1,3,1,2,2,0,26000
1,550,1,3,1,1,1,0,8000
2,933,1,3,2,0,2,0,12000
3,1100,2,3,1,1,2,0,15000
2,1030,1,3,1,2,2,0,10000
3,1150,2,3,1,2,3,0,20000
2,850,2,3,2,0,2,0,12500
2,1000,1,3,2,1,2,0,18000
3,1400,2,3,1,2,3,0,21000
3,2700,2,3,0,0,3,1,95000
3,1700,2,3,1,2,3,0,26000
3,1742,1,3,1,2,2,1,53000
2,1000,1,3,2,1,2,0,13000
2,1440,1,3,1,1,2,0,12000
3,1600,1,3,1,1,3,0,28000
3,1838,1,3,2,0,3,1,57000
2,1200,1,3,2,0,2,0,10000
3,200,1,3,2,1,1,0,21467
1,1050,2,3,0,0,1,1,32000
1,400,2,3,2,1,1,0,7000
2,1350,1,3,1,0,2,1,30000
3,1960,1,3,2,0,3,1,40000
1,800,1,3,2,1,1,0,9000
2,1000,1,3,2,0,2,0,15000
2,1100,1,3,2,1,2,0,18000
3,1480,1,3,0,1,3,0,25000
1,700,2,3,2,1,1,0,8500
3,1500,1,3,0,1,2,0,20000
2,1000,1,3,1,1,2,0,12000
2,900,1,3,1,1,2,0,12500
3,1250,1,3,1,1,2,0,25000
2,1100,1,3,2,1,3,0,10000
3,1300,1,3,1,0,2,0,18000
3,1275,2,3,2,1,2,0,12000
3,1265,1,3,1,1,3,0,13000
1,700,2,3,2,0,1,0,13000
2,1150,1,3,0,1,2,0,25000
2,850,2,3,1,2,2,0,9000
2,1285,1,3,1,1,2,0,10000
3,2000,1,3,1,1,3,0,15000
2,1000,1,3,1,1,3,0,20000
1,700,1,3,1,1,1,0,13500
3,1100,1,3,1,1,2,0,21000
2,1000,1,3,1,1,2,0,10000
2,800,1,3,2,1,2,0,10000
2,1400,1,3,0,1,2,0,10000
2,1350,2,3,1,1,2,0,24000
2,1100,1,3,1,1,2,0,13000
2,840,1,3,2,1,2,0,8000
2,1325,1,3,0,1,2,0,55000
5,3500,2,3,2,1,6,0,50000
3,1250,2,3,1,1,3,0,32000
3,1500,1,3,1,1,3,0,22000
2,1050,2,3,2,1,2,0,8500
3,1200,1,3,1,1,2,0,12000
3,1500,2,3,1,1,3,0,15000
1,100,1,3,1,1,1,0,3000
3,1742,1,3,1,2,3,1,52000
2,650,2,3,2,1,2,0,9500
3,2235,2,3,2,2,5,1,46000
2,1000,1,3,1,1,2,0,12000
2,175,1,3,1,1,2,0,8000
2,160,1,3,2,1,2,0,9000
2,1200,1,3,0,1,2,0,10000
2,1283,1,3,2,0,2,1,39000
1,600,1,3,1,1,1,1,9000
4,3455,1,3,1,2,4,1,120000
3,1500,2,3,1,2,3,0,25000
1,540,2,3,2,0,1,1,14000
1,500,1,3,2,1,1,0,6000
2,1100,1,3,2,1,2,0,15000
2,1350,2,3,2,0,2,0,8000
1,400,1,3,2,1,1,0,6000
2,120,1,3,1,1,2,0,10000
3,3050,1,3,1,1,3,0,35000
2,400,1,3,2,1,3,0,16000
2,800,1,3,1,1,2,0,14000
2,90,1,3,2,1,1,0,10000
1,500,1,3,2,1,1,0,7000
2,1150,1,3,2,1,2,0,8000
3,1700,1,3,1,1,2,0,22000
2,1000,1,3,2,1,2,0,12000
3,1100,2,3,1,1,1,1,10000
3,1360,1,3,1,1,3,0,15000
1,400,1,3,2,1,1,0,6500
2,1150,1,3,2,1,2,0,25000
2,700,1,3,1,1,2,0,12000
1,100,2,3,2,1,1,0,9000
2,800,2,3,2,0,2,0,7000
2,500,1,3,1,1,2,0,20000
2,900,1,3,1,1,2,0,9000
3,1500,2,3,1,1,2,0,30000
3,1600,1,3,1,2,3,0,15500
2,1300,1,3,2,1,2,0,10500
3,1305,1,3,1,1,2,0,16000
1,400,1,3,2,1,1,0,6000
2,600,1,3,0,1,2,0,15000
2,1130,1,3,2,0,2,0,21000
4,7000,2,3,1,1,6,1,400000
1,890,2,3,1,0,1,0,9000
3,1606,1,3,1,1,3,0,30000
1,650,1,3,2,1,1,0,6500
2,600,1,3,2,1,1,0,6000
2,1350,2,3,0,0,2,1,45000
2,1050,1,3,2,1,2,0,15000
2,1600,1,3,2,1,3,0,16000
3,1840,1,3,1,1,3,0,22000
2,1100,1,3,2,1,2,0,12000
2,800,1,3,1,1,2,0,13000
2,800,1,3,2,1,2,0,10000
2,1100,1,3,1,1,2,0,15000
3,2000,1,3,1,1,3,0,15000
1,750,1,3,2,1,1,0,9000
3,1650,1,3,1,1,2,0,20000
2,600,1,3,2,1,2,0,6500
3,2352,2,3,1,2,4,0,45000
3,2671,2,3,1,2,3,0,42000
2,550,1,3,2,1,2,0,12000
3,1700,1,3,1,1,4,0,24000
2,1050,2,3,1,1,2,0,16000
6,2400,1,3,2,2,4,0,20000
2,800,1,3,1,1,2,0,15000
2,1000,1,3,1,1,2,0,15000
2,1100,1,3,2,1,2,0,8000
1,160,1,3,2,1,1,0,6500
2,1230,1,3,1,2,2,0,22000
1,500,1,3,2,1,1,0,6200
1,300,1,3,0,1,1,0,9000
2,1156,2,3,2,0,2,0,9000
2,1100,1,3,1,1,2,0,15000
2,1250,2,3,1,0,2,0,15000
3,900,1,3,1,1,3,0,15000
1,650,1,3,2,1,1,0,6800
1,350,1,3,2,1,1,0,5000
2,1500,1,3,0,1,2,0,12000
2,100,1,3,1,1,2,0,12000
2,900,1,3,1,1,2,0,12000
2,990,1,3,0,1,2,0,18000
3,1700,1,3,1,1,3,0,25000
2,900,1,3,0,1,2,0,15000
3,1700,1,3,1,1,3,0,23000
2,1050,1,3,2,1,2,0,10500
3,1550,1,3,1,1,3,0,37000
2,1050,2,3,1,1,2,0,16000
3,1600,1,3,1,1,3,0,25000
2,1250,1,3,2,1,2,0,14000
2,700,1,3,1,1,1,0,10000
2,1100,1,3,1,1,2,0,12500
2,850,1,3,1,1,1,0,15000
3,1700,2,3,1,0,3,0,35000
3,1800,2,3,0,1,3,0,30000
1,520,1,3,1,1,1,0,8000
2,800,1,3,2,1,2,0,7000
1,67,1,3,1,1,1,0,5500
1,500,1,3,2,1,1,0,5000
2,1060,1,3,1,1,2,0,8500
2,900,1,3,0,1,1,0,8000
2,1650,1,3,1,1,1,0,16000
2,800,1,3,1,1,2,0,7500
6,3400,1,3,2,1,7,0,35000
3,1100,2,3,1,1,1,1,8000
2,1492,1,3,1,1,2,1,45000
3,1100,2,3,1,1,1,1,9000
4,2990,1,3,1,1,3,0,60000
3,2780,1,3,1,1,3,1,70000
2,1100,2,3,2,1,2,0,9000
2,90,1,3,1,1,2,0,11000
2,760,1,3,2,2,2,0,5800
1,600,1,3,0,1,1,0,9000
2,940,1,3,1,1,2,1,18000
3,1742,2,3,1,2,3,1,45000
3,2000,2,3,1,1,3,1,55000
1,800,1,3,1,1,1,0,9500
3,1800,1,3,0,1,3,0,35000
2,1350,1,3,2,1,2,0,7500
3,1685,1,3,0,1,3,0,25000
2,1250,1,3,2,1,3,0,12500
3,1800,2,3,1,2,3,0,22000
2,853,1,3,1,1,2,0,7500
3,2000,2,3,1,2,3,1,42000
1,800,1,3,0,1,1,0,8000
2,1200,1,3,1,1,1,0,20000
2,1100,2,3,1,1,2,1,19000
1,550,2,3,2,0,1,1,14000
4,4761,2,3,1,0,6,0,200000
2,920,2,3,1,2,2,0,18500
3,1400,2,3,1,1,2,0,38000
3,2310,1,3,1,2,3,1,67000
2,650,1,3,2,2,2,0,5000
1,700,2,3,1,1,2,0,25000
1,300,1,3,2,1,1,0,7000
4,100,1,3,2,1,2,0,10000
2,1050,2,3,0,1,2,0,25000
2,1125,1,3,2,0,2,0,11000
4,1600,1,3,2,1,4,0,17000
3,2400,1,3,0,1,3,1,47000
2,650,1,3,2,1,2,0,10000
1,1000,1,3,2,1,1,0,7500
2,900,1,3,1,1,2,0,10000
2,1250,1,3,1,1,3,0,11000
2,1020,1,3,0,1,2,0,21000
3,1270,2,3,0,2,2,0,15000
1,600,1,3,2,1,1,0,7500
1,500,2,3,2,0,1,0,6500
2,800,1,3,1,1,2,0,7500
3,1500,1,3,2,1,2,0,15000
2,1200,1,3,1,1,2,0,11000
3,1900,2,3,1,1,3,0,23000
2,950,1,3,2,1,2,0,11000
1,300,1,3,1,1,1,0,8000
2,1250,1,3,2,1,2,0,13000
2,1200,1,3,2,0,2,0,17000
2,1100,1,3,1,1,2,0,16000
2,1100,1,3,1,1,2,0,12000
2,1500,1,3,1,1,2,0,20000
3,1400,1,3,1,1,2,0,18000
3,1742,2,3,1,2,3,1,50000
2,1250,2,3,1,1,2,1,23000
1,650,1,3,0,1,1,0,16500
3,1545,1,3,0,1,2,0,25000
1,700,2,3,2,1,2,0,13000
2,1600,1,3,2,1,2,0,12000
3,1700,1,3,0,1,3,0,37000
2,920,1,3,2,1,2,0,6500
2,1115,2,3,2,2,2,0,13000
3,1000,2,3,1,2,2,0,17500
2,1200,1,3,2,1,2,0,15000
1,500,1,3,2,1,1,0,4000
3,1850,1,3,1,1,2,0,15000
1,600,1,3,2,1,2,0,9000
2,200,2,3,2,2,2,0,13000
3,1500,1,3,1,1,3,0,25000
3,2100,1,3,1,1,3,1,37000
3,1250,1,3,1,1,3,0,25000
1,800,1,3,1,1,1,0,13000
3,1450,1,3,2,1,2,0,20000
3,1960,1,3,1,1,3,1,37000
3,1965,1,3,1,1,3,1,40000
3,1834,1,3,1,1,3,1,45000
3,1834,1,3,1,1,3,1,44000
2,1150,1,3,2,1,2,0,15000
3,1800,1,3,0,1,3,1,37000
2,1000,1,3,1,1,2,0,12000
2,1200,1,3,2,1,2,0,8000
3,2000,1,3,2,1,5,0,30000
1,700,1,3,1,1,1,0,12000
1,400,1,3,2,1,1,0,6000
2,1250,1,3,0,1,2,0,9500
1,500,1,3,2,1,1,0,10000
3,1550,1,3,2,1,3,0,16000
2,1000,1,3,2,1,2,0,20000
2,1200,2,3,2,2,2,0,10000
2,1200,2,3,2,1,2,0,13000
2,1200,2,3,1,0,2,0,17000
2,1800,1,3,1,1,2,0,15000
2,1100,1,3,0,2,2,0,10000
3,1650,2,3,1,0,2,0,25000
3,225,2,3,2,1,3,0,15000
1,550,1,3,0,1,1,0,11000
1,350,1,3,2,1,1,0,7500
2,600,1,3,2,1,1,0,15000
1,500,1,3,2,1,1,0,7500
2,1100,1,3,2,1,2,0,11000
2,1205,1,3,0,1,2,0,15000
2,1200,1,3,1,1,1,0,9500
1,540,1,3,1,1,1,0,5000
3,1800,2,3,1,1,4,0,20000
1,500,1,3,2,1,1,0,8500
2,1200,1,3,1,1,2,0,9000
2,1180,1,3,1,1,2,0,15000
2,1000,1,3,2,1,2,0,20000
2,675,2,3,2,0,2,0,11500
3,1450,1,3,2,1,2,0,13000
1,100,1,3,2,1,1,0,11000
1,500,2,3,2,0,1,0,6000
2,100,1,3,2,1,2,0,15000
4,2300,2,3,1,1,4,0,45000
1,300,1,3,2,1,1,0,5000
1,300,1,3,2,1,1,0,6000
1,800,2,3,2,1,1,0,8000
2,1280,1,3,2,1,3,0,15000
2,110,2,3,2,0,2,0,10000
2,920,1,3,1,1,2,0,9000
2,2000,1,3,2,1,2,0,16000
2,770,1,3,1,1,2,0,16000
3,3200,2,3,1,1,3,1,45000
2,1500,2,3,2,0,2,0,12000
2,1100,1,3,1,1,2,0,14500
1,450,1,3,2,1,1,0,8000
6,4500,1,3,1,1,6,0,80000
2,1300,2,3,1,1,2,0,15000
1,1000,2,3,1,1,1,0,15500
2,900,2,3,1,0,2,0,8000
1,400,1,3,2,1,1,0,7500
3,10,2,3,0,1,3,0,15000
1,450,1,3,2,1,1,0,5000
2,1300,1,3,2,1,2,0,10000
2,1000,1,3,0,1,2,0,16000
2,1300,2,3,1,0,2,0,15000
1,350,1,3,1,1,1,0,6000
3,1560,1,3,1,1,3,0,32000
3,1800,2,3,1,1,3,1,22000
1,600,2,3,1,1,1,1,9000
2,350,2,3,2,0,1,0,12000
2,1100,2,3,0,0,2,0,16000
2,1100,1,3,1,1,2,0,13000
2,1170,1,3,2,1,2,0,20000
1,550,2,3,2,1,1,0,9000
2,1000,1,3,2,1,2,0,11000
2,1100,1,3,0,1,2,0,12500
4,3789,2,3,1,2,5,1,140000
3,2700,2,3,1,1,3,1,65000
3,2170,2,3,1,1,3,0,60000
2,1160,1,3,0,2,2,0,26000
2,800,1,3,0,1,2,0,8000
2,1200,1,3,2,1,2,0,14000
3,1422,1,3,1,1,3,0,15000
2,1200,1,3,1,1,2,0,15000
2,1200,1,3,2,1,2,0,7000
2,1080,2,3,1,1,2,1,16000
2,1050,2,3,1,1,2,1,17000
2,1100,2,3,1,1,2,1,18000
2,700,1,3,2,1,2,0,20000
2,1150,1,3,1,1,2,0,18000
2,1124,1,3,0,1,2,0,19000
1,650,1,3,1,1,1,0,7000
2,1125,2,3,2,0,2,0,10000
2,850,1,3,1,1,2,0,9000
2,1140,1,3,0,2,2,0,30000
2,1350,1,3,1,0,2,0,20000
1,600,1,3,2,1,1,0,6500
2,1050,1,3,2,1,2,0,9000
3,1100,1,3,1,1,3,0,20000
2,1200,1,3,1,1,2,0,8000
3,1450,1,3,1,1,2,0,22000
2,1000,1,3,1,2,2,0,17000
1,300,1,3,1,1,1,0,7000
6,4200,1,3,1,1,5,0,30000
2,1000,1,3,2,1,2,0,12000
3,2300,2,3,0,0,3,1,53000
2,900,1,3,2,1,2,0,11000
1,650,2,3,1,0,1,1,7500
1,850,2,3,1,0,1,1,7500
2,1300,1,3,1,1,2,0,12000
2,950,1,3,0,1,2,0,12000
1,150,2,3,2,1,1,0,10500
2,900,2,3,2,1,2,0,6000
1,50,1,3,2,1,1,0,4500
2,1200,1,3,2,2,2,0,25000
2,1350,1,3,2,1,2,0,13000
1,400,1,3,2,1,1,0,6000
2,800,1,3,2,1,2,0,12500
3,1450,1,3,1,1,2,0,26000
3,2405,1,3,1,0,3,1,60000
3,2500,1,3,2,1,2,0,35000
4,1000,1,3,1,1,2,0,16000
2,1200,1,3,2,1,2,0,12000
4,3250,2,3,1,1,5,0,110000
3,1600,2,3,1,2,3,0,20000
2,980,1,3,2,1,2,0,12000
3,1600,1,3,1,1,3,0,25000
2,1000,1,3,1,1,2,0,17000
1,40,1,3,2,1,1,0,5500
1,850,1,3,2,1,1,0,8000
2,840,1,3,0,1,2,0,17000
2,600,2,3,2,0,1,0,15000
1,650,1,3,0,1,1,1,9000
2,1100,1,3,0,2,2,1,16000
3,214,1,3,0,0,4,0,30000
3,1700,1,3,1,2,3,1,30000
2,1500,2,3,2,2,2,0,13000
2,600,1,3,2,1,2,0,8000
2,950,1,3,2,1,2,0,13000
2,900,1,3,2,1,1,0,7000
1,500,2,3,0,1,1,0,5000
3,1450,2,3,1,2,3,0,18000
3,1250,1,3,0,0,2,0,35000
3,1500,1,3,1,2,3,0,15000
3,1500,1,3,1,1,3,0,15000
2,855,2,3,2,0,2,1,17000
2,1040,2,3,2,0,2,0,25000
2,1350,1,3,2,1,2,0,12000
2,1000,2,3,1,1,2,0,15000
3,2000,1,3,1,1,3,0,29000
3,1750,2,3,1,1,3,1,35000
3,1500,2,3,1,2,2,1,45000
2,1000,2,3,2,0,2,0,15000
